Gene names;WT1 SN F;WT2 SN F;WT3 SN F;HET1 SN F;HET2 SN F;HET3 SN F;MUT1 SN F;MUT2 SN F;MUT3 SN F;WT1 SN M;WT2 SN M;WT3 SN M;HET1 SN M;HET2 SN M;HET3 SN M;MUT1 SN M;MUT2 SN M;MUT3 SN M; T-test Difference HET SN F vs WT SN F;-Log  T-test p-value HET SN F vs WT SN F; T-test q-value HET SN F vs WT SN F; T-test Difference MUT SN F vs WT SN F;-Log  T-test p-value MUT SN F vs WT SN F; T-test q-value MUT SN F vs WT SN F; T-test Difference HET SN M vs WT SN M;-Log  T-test p-value HET SN M vs WT SN M; T-test q-value HET SN M vs WT SN M; T-test Difference MUT SN M vs WT SN M;-Log  T-test p-value MUT SN M vs WT SN M; T-test q-value MUT SN M vs WT SN M; T-test significant;Peptides;Razor + unique peptides;Unique peptides;Sequence coverage [%];Unique + razor sequence coverage [%];Unique sequence coverage [%];Mol. weight [kDa];Q-value;Score;Intensity;MS/MS count;iBAQ;Protein IDs;Majority protein IDs;Protein names
Slc9a6;-2,626238823;-5,432947636;-3,750070095;-3,713495255;-3,145923615;NaN;-3,350646496;-3,034660816;-3,996579647;-3,420787811;NaN;-3,49093008;NaN;-3,690739632;-3,308124065;-3,565019608;-3,567728996;NaN;0,506709417;0,174414595;0,929501984;0,475789865;0,214044387;0,746208928;-0,043572903;0,073895383;0,952823937;-0,110515356;1,056606499;0,968751131;;3;3;3;5,4;5,4;5,4;77,952;0;7,2288;93998000;3;4476100;"A1L3P4;B0QZV3;A0A140LJ55;D3Z0Q9";"A1L3P4;B0QZV3";Sodium/hydrogen exchanger
Pnp;-0,952179909;-0,305278778;-1,129567623;-0,778416634;-1,026722908;-0,942025661;-0,877775669;-1,247075558;-1,237062931;-1,126886368;-0,889240742;-0,70018816;-1,642270088;-1,131306648;-0,911067486;-0,802117348;-1,050201416;-1,52696991;-0,120046298;0,174380612;0,958419495;-0,324962616;0,511557327;0,533009174;-0,322776318;0,576651805;0,74746114;-0,220991135;0,377114224;0,963426573;;5;5;4;25,6;25,6;20,4;32,277;0;13,755;261180000;4;16324000;"P23492;Q543K9;A0A2I3BS22;A0A2I3BQH2";"P23492;Q543K9";Purine nucleoside phosphorylase
Wars;1,566586494;1,291388512;0,982662678;1,237346649;1,096708298;1,263166904;1,152775288;1,15197897;1,411916256;1,067717552;1,246014118;1,300464153;1,052798271;1,12083149;1,42444849;1,449316025;1,03789711;1,116949081;-0,081138611;0,174284373;0,962867127;-0,04132239;0,07670516;0,931215926;-0,005372524;0,013241575;0,996945495;-0,003344536;0,007613917;0,997226125;;8;8;8;26;26;26;54,357;0;27,777;747210000;11;26686000;P32921;P32921;"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS"
Fam69b;-3,007027626;-3,467152596;-2,516302586;-2,811383247;-2,989637375;-3,731767178;-2,589574337;-2,67597723;-3,00939703;-2,438131332;-2,977893353;-2,810787678;-2,999376297;-2,329433441;-3,005950451;-2,302571297;-2,080155373;-2,867305756;-0,180768331;0,174076649;0,952649541;0,238511403;0,323236578;0,6903449;-0,035982609;0,044631601;0,966572455;0,325593313;0,502103995;0,969769912;;1;1;1;2,8;2,8;2,8;48,791;0;4,1351;8841200;1;401870;Q99ML4;Q99ML4;Protein FAM69B
Lrpprc;3,446585655;3,383370399;3,1779809;3,271999359;3,268105507;3,350182056;3,432218075;3,378295422;3,4228549;3,343470573;3,417839527;3,339344501;3,189480782;3,318818092;3,333899975;3,25118351;3,327367783;3,486115456;-0,039216677;0,174033294;0,967056308;0,075143814;0,38164753;0,791391736;-0,086151918;0,754900266;0,836510638;-0,011995951;0,056170493;0,991558971;;37;37;37;34,3;34,3;34,3;156,61;0;130,28;3858100000;47;43842000;"Q6PB66;F6V2A3";Q6PB66;Leucine-rich PPR motif-containing protein, mitochondrial
Plcg1;-2,282707214;-2,252372742;-2,87509203;-2,488149643;-2,122601509;-2,475148678;-1,935450077;-3,491766453;-2,524225712;-1,778223038;-1,842638493;-2,069770336;-2,188459396;-2,351704597;-2,039426327;-2,235024452;-3,191978455;-2,927055359;0,108090719;0,173930903;0,955617021;-0,180423419;0,1337654;0,850201226;-0,296319485;1,103249913;0,699887147;-0,8878088;1,386814802;1;;3;3;3;3,8;3,8;3,8;149,67;0;7,7302;35742000;3;541550;"Q62077;A2A4A6;F6SLL0;G3UXP4";"Q62077;A2A4A6;F6SLL0";"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1;Phosphoinositide phospholipase C"
Bpgm;0,474088669;1,373463631;0,152706623;0,045718193;0,757943153;0,611646175;0,091894627;-0,143028736;0,557035923;0,396328926;0,334825993;-0,038465023;1,023090363;0,618506432;0,793488979;1,017122269;0,486377716;0,243753433;-0,1949838;0,173785815;0,95147086;-0,498119036;0,522125006;0,478960071;0,580798626;1,498387071;0,606947368;0,351521174;0,591061718;0,993644711;;5;5;5;23,2;23,2;23,2;29,978;0;27,713;780060000;7;60005000;"P15327;D3Z223;D3YUE8";P15327;Bisphosphoglycerate mutase
Scyl2;-1,944530487;-1,269194603;-1,949671268;-1,822117805;-1,769937515;-1,884898663;-1,77224493;-1,515971661;-1,578783512;-1,917094231;-1,78300333;-1,52946806;-1,753238678;-1,721391678;-1,714598179;-1,843241692;-2,567547798;-2,284778595;-0,104519208;0,173284798;0,954569861;0,098798752;0,154742112;0,856323477;0,013445695;0,040000486;0,980731905;-0,488667488;0,955291414;1;;3;3;3;5,7;5,7;5,7;103,32;0;5,9132;263320000;3;6422500;"Q8CFE4;G5E8J9;Q80UY7";"Q8CFE4;G5E8J9";SCY1-like protein 2
Fxr2;-1,80119133;-1,903001785;-1,713768482;-1,69258976;-1,647814751;-1,934276104;-1,247452259;-1,565854549;-1,456964016;-1,615929604;-1,976123333;-1,530123234;-1,704756737;-1,380807877;-1,666692257;-1,731846809;-1,453418732;-1,344592094;0,047760328;0,173175722;0,965064993;0,382563591;1,617149787;0,343296703;0,123306433;0,292502343;0,861768012;0,197439512;0,479641058;0,970793319;;5;3;3;9,2;5,2;5,2;74,252;0;13,951;101840000;4;2909700;"Q6P5B5;Q9WVR4;Q61584;A0A0H2UH27;A0A0G2JEP0";"Q6P5B5;Q9WVR4";Fragile X mental retardation syndrome-related protein 2
Acat1;4,290999413;4,245278358;4,074364185;4,186458588;4,177275658;4,372524738;4,34013319;4,27482748;4,308644772;4,367447853;4,381790638;4,234928608;4,040892601;4,190937996;4,240441799;4,203692436;4,256586075;4,406180382;0,041872342;0,173058471;0,966797546;0,104321162;0,692907783;0,673245509;-0,170631568;1,054152081;0,747212735;-0,039236069;0,197005921;0,988522264;;21;21;21;72,9;72,9;72,9;44,816;0;278,45;35076000000;74;1594400000;Q8QZT1;Q8QZT1;Acetyl-CoA acetyltransferase, mitochondrial
Apoa1;-0,962294579;-0,455672264;-0,313735485;-0,730228424;0,106199265;-0,653181553;-0,881596088;-0,510705471;-0,409030437;-0,714639664;-0,161087513;-0,550730228;0,009068489;-0,797571182;-0,530644894;0,41509819;-0,285667419;-0,517059326;0,151497205;0,172949784;0,955452915;-0,02320989;0,032127786;0,966609241;0,035769939;0,042243672;0,968738884;0,346276283;0,460406425;0,969537212;;5;5;5;18,2;18,2;18,2;30,615;0;19,242;282530000;6;20181000;"Q00623;A0A1L1STX7";Q00623;"Apolipoprotein A-I;Proapolipoprotein A-I;Truncated apolipoprotein A-I"
Tamm41;-4,092950821;NaN;-2,811121464;-4,283216476;NaN;-3,389056683;-3,397911549;-3,363296986;-3,102123737;-4,622828484;-3,674489498;-3,467583179;-2,982995033;-3,08468914;-3,495519161;-3,532249451;-3,862763405;-3,628778458;-0,384100437;0,172823679;0,934008725;0,164258718;0,118743072;0,865547669;0,733899275;0,879466716;0,68806;0,247036616;0,267778243;0,96397035;;4;4;4;21,7;21,7;21,7;37,827;0;23,599;157960000;4;9291900;"Q3TUH1;G5E881;G3UYJ1;D6RGT1;G3UWL8";"Q3TUH1;G5E881";Phosphatidate cytidylyltransferase, mitochondrial
Btbd17;-0,781741142;-1,270496368;-1,770737171;-1,055848122;-1,26103878;-1,106274128;-1,279614925;-0,582517147;-1,13983202;-1,681470871;-1,290382862;-1,012702465;-0,685647964;-1,184757233;-0,835480213;-1,115291595;-1,427171707;-1,799321175;0,133271217;0,172704473;0,95827489;0,273670197;0,314160189;0,686390218;0,426223596;0,808333989;0,678010204;-0,119076093;0,161519626;0,969305763;;4;4;4;12,8;12,8;12,8;52,602;0;9,1511;135970000;5;5438600;Q9DB72;Q9DB72;BTB/POZ domain-containing protein 17
Psmd2;1,597229958;1,525633812;1,527705669;1,568677902;1,567944527;1,451888561;1,579495907;1,402525425;1,62694025;1,454780579;1,384076595;1,581514835;1,476194382;1,389307022;1,618971348;1,656297684;1,258312225;1,44019413;-0,02068615;0,172518557;0,979782595;-0,013869286;0,066981848;0,962829381;0,021366914;0,085693616;0,961610517;-0,02185599;0,058782677;0,992018462;;10;10;10;15,5;15,5;15,5;100,2;0;32,836;1348100000;13;27513000;"Q8VDM4;E9Q2S8;A0A338P6M5";Q8VDM4;26S proteasome non-ATPase regulatory subunit 2
Mtch2;2,630757332;2,468629837;2,278808117;2,475782394;2,410628319;2,665625095;2,583142757;2,526679516;2,656598568;2,489941597;2,531509876;2,656871319;2,370306015;2,536053658;2,490778446;2,350293159;2,422485352;2,493588448;0,057946841;0,172323726;0,963546565;0,129408518;0,52483818;0,671410802;-0,093728224;0,594865179;0,834703681;-0,137318611;0,990179856;0,970121298;;7;7;7;36,3;36,3;36,3;33,499;0;48,852;4406100000;12;314720000;"Q791V5;A2AFW6;Q9D050";"Q791V5;A2AFW6;Q9D050";Mitochondrial carrier homolog 2
Abcb8;-1,072217941;-0,861673355;-1,538864613;-1,510297775;-1,206744194;-1,079936504;-1,15182066;-1,816533566;-1,348595142;-1,488577843;-1,271364689;-1,095998287;-3,733650208;-0,865386009;-1,235728741;-1,461239815;-1,530708313;-1,222517014;-0,108074188;0,172307825;0,954935593;-0,28139782;0,428141472;0,601313472;-0,659608046;0,294361166;0,803017595;-0,119508108;0,33555793;0,96175765;;5;5;5;11,4;11,4;11,4;77,999;0;11,324;235970000;6;6050500;"Q9CXJ4;F6ZFC5";Q9CXJ4;ATP-binding cassette sub-family B member 8, mitochondrial
Mast3;-4,612388611;-3,66679287;-2,969038486;-4,117358208;-4,800147057;-3,227511883;-3,09986639;-2,881932735;-3,156895161;-4,907641411;-5,157652855;-2,779997349;NaN;-2,891666412;-3,426220417;-3,462877274;-3,69153595;-4,428249359;-0,298932393;0,171633471;0,940672397;0,703175227;0,658495406;0,400551136;1,122820457;0,467483261;0,751673222;0,420876344;0,200517667;0,96653349;;2;2;2;2,3;2,3;2,3;144,17;0;3,9481;71052000;2;1225000;"Q3U214;A0A1D5RM97";"Q3U214;A0A1D5RM97";Microtubule-associated serine/threonine-protein kinase 3
Dync1h1;5,705616951;5,72632122;5,612324238;5,74533844;5,67270565;5,683031559;5,689654827;5,457486629;5,526368618;5,559235573;5,59992075;5,667406559;5,57246685;5,664237022;5,698762417;5,661976814;5,578073502;5,631958961;0,018937747;0,171522592;0,979637524;-0,123584112;0,732998982;0,620634383;0,036301136;0,300061894;0,927497993;0,015148799;0,140299497;0,990295554;;136;136;136;40,2;40,2;40,2;532,04;0;323,31;32987000000;238;127360000;"Q9JHU4;F6ZX84";Q9JHU4;Cytoplasmic dynein 1 heavy chain 1
;-0,592525482;-0,73475647;-0,690716267;-0,715286255;-0,776621819;-0,612482548;-0,606413364;-0,546685696;-1,366266727;-1,019605637;-1,243462086;-0,667987347;-1,137735367;-0,825759888;-0,664994717;-0,663406372;-0,791404724;-0,738827705;-0,028797468;0,170867474;0,966997308;-0,167122523;0,24757615;0,772109107;0,100855033;0,175885334;0,899321704;0,245805422;0,647447184;0,975092784;;1;1;1;4,3;4,3;4,3;19,052;0,0077461;1,1911;510520000;2;85087000;"A0A7P0A164;A0A571BEE9";"A0A7P0A164;A0A571BEE9";
Rtcb;0,534600258;0,409329414;0,663202763;0,596561432;0,510818481;0,607313633;0,699624538;0,816818714;0,614545345;0,468045235;0,616780758;0,655166149;0,482548714;0,639908791;0,54652071;0,576889992;0,393509865;0,626995087;0,035853704;0,170718037;0,964810603;0,174618721;0,865405766;0,512941756;-0,023671309;0,117874695;0,95554354;-0,047532399;0,20116994;0,986141446;;6;6;6;18;18;18;55,249;0;13,127;438420000;8;18267000;Q99LF4;Q99LF4;tRNA-splicing ligase RtcB homolog
Pdxp;1,122988701;0,74332428;0,845764637;1,175541878;0,8710289;0,871538639;1,078010082;1,133374691;1,336221218;0,921269417;1,070039272;1,055421352;1,006007195;1,081261635;0,934115887;1,018239975;0,994732857;1,037042618;0,068677266;0,170640111;0,961404939;0,278509458;0,944719143;0,413294584;-0,008448442;0,045396566;0,985813394;0,001095136;0,007356065;0,997745573;;8;8;6;38,4;38,4;28,4;31,512;0;25,14;1434700000;12;79705000;P60487;P60487;Pyridoxal phosphate phosphatase
Lbp;-1,90558815;-1,956825256;-2,19117403;-1,767114639;-2,117181778;-1,986791134;-1,969095707;-2,365728855;-2,844043255;-1,601269722;-1,796089649;-2,029166698;-2,163740158;-2,40969944;-2,016672611;-2,264953613;-2,524622917;-2,023155212;0,060833295;0,170637356;0,961069018;-0,37509346;0,630975527;0,457119048;-0,387862047;1,081148034;0,690313043;-0,462068558;1,141120167;1;;1;1;1;1,5;1,5;1,5;53,055;0,0050467;1,3296;1377500000;3;72502000;"Q61805;F6XKX9";"Q61805;F6XKX9";Lipopolysaccharide-binding protein
Rin1;0,203795433;0,700368881;0,643376827;0,60092926;0,603878021;-0,001838207;0,125594616;0,166318417;0,049258709;0,347452164;0,255970478;0,539433002;0,178477287;0,236229897;0,337305546;0,162593842;0,475239754;0,458722115;-0,114857356;0,169986845;0,956573624;-0,402123133;1,177252403;0,347282913;-0,130280972;0,611814726;0,805575208;-0,015433311;0,03989424;0,991401473;;8;8;8;14,5;14,5;14,5;83,013;0;14,886;190600000;10;5445700;"Q921Q7;A0A2C9F2A2;A0A286YDV8";"Q921Q7;A0A2C9F2A2";Ras and Rab interactor 1
Sdhc;-0,475112915;-0,459617615;-0,805316448;-0,800246239;-0,346180916;-0,337498188;-0,239324093;-0,215745449;-0,221312046;-0,529191017;-0,331841946;-0,570218563;-0,640276909;-0,758619308;-0,409066677;-0,279384613;-0,191584587;-0,205713272;0,085373878;0,169850583;0,963400651;0,35455513;1,457269024;0,359923372;-0,125570456;0,424387445;0,830871046;0,251523018;1,485281227;0,974305882;;3;3;3;21,3;21,3;21,3;18,382;0;8,0276;821610000;3;91290000;"Q9CZB0;F8WGB3;D3Z1A8";"Q9CZB0;F8WGB3";Succinate dehydrogenase cytochrome b560 subunit, mitochondrial
Cops2;0,032829285;-0,41714859;-0,214291096;-0,434726715;-0,301794052;-0,084897518;-0,181958675;-0,247572422;-0,116169453;-0,354317665;-0,090450764;-0,290262699;-0,519068718;-0,342806816;-0,469156742;-0,306745529;-0,114915848;-0,427894592;-0,074269295;0,169749606;0,960049187;0,017636617;0,044437206;0,964942192;-0,198667049;0,977825608;0,723491256;-0,038174947;0,114656379;0,994039079;;8;8;8;18,7;18,7;18,7;51,596;0;20,112;840450000;8;40022000;"P61202;A2AQE4";"P61202;A2AQE4";COP9 signalosome complex subunit 2
Cldn12;-2,025383949;-2,555182457;-2,518903255;-2,693459511;-2,559968948;-2,161221027;-2,357540607;-1,892395496;-2,265378475;-2,144082069;-2,053152561;-3,208685398;-1,870846748;-2,672896385;-2,39406538;-2,329166412;-2,647415161;-2,22344017;-0,105059942;0,169598256;0,952766527;0,194718361;0,366000586;0,684569593;0,156037172;0,130586729;0,913995301;0,068632762;0,060683997;0,995314172;;1;1;1;6,1;6,1;6,1;26,994;0;3,4905;69213000;1;11535000;Q9ET43;Q9ET43;Claudin-12
"Mcts1;Mcts2";-1,374993324;-1,644134521;-1,858145237;-1,3185215;-1,861639023;-1,402059078;-1,43103838;-1,644261837;-1,438877583;-0,794038773;-1,222514629;-1,151409626;-1,346618652;-1,46608448;-1,324123859;-1,318665504;-1,722245216;-1,533127785;0,098351161;0,169482902;0,959250936;0,121031761;0,317150651;0,765137962;-0,322954655;1,086856586;0,693651877;-0,468691826;1,2464713;1;;2;2;2;21,5;21,5;21,5;20,555;0;8,0234;173570000;3;17357000;"Q9DB27;Q9CQ21";"Q9DB27;Q9CQ21";"Malignant T-cell-amplified sequence 1;Malignant T-cell-amplified sequence 2"
Nln;-1,081027985;-1,024550438;-1,564917088;-1,164204597;-1,679839134;-1,154453754;-0,904928684;-1,13576746;-1,256456852;-1,312479019;-1,720139027;-1,250103474;-1,660291672;-1,016613007;-1,054204464;-1,767106056;-1,177062035;-1,286439896;-0,109333992;0,169254779;0,954187184;0,124447505;0,245885677;0,791535581;0,183870792;0,291254077;0,836647125;0,017371178;0,02489468;0,988677401;;4;4;4;8,2;8,2;8,2;80,428;0;14,739;386010000;5;11029000;"Q91YP2;A0A286YD12;A0A286YD77";"Q91YP2;A0A286YD12;A0A286YD77";Neurolysin, mitochondrial
Fsd1;1,061447144;1,036766052;0,758800983;1,161747932;0,671743393;0,785834789;0,981921673;0,840637684;0,785105228;0,913146973;0,895564556;0,775714397;0,824221611;0,88132;1,019832134;1,016152382;0,921040535;1,028447151;-0,079229355;0,16903233;0,960469551;-0,083116531;0,297539812;0,804588898;0,046982606;0,258379386;0,917012543;0,127071381;1,087777284;0,969280438;;7;7;7;21,6;21,6;21,6;55,524;0;52,673;593790000;11;24741000;Q7TPM6;Q7TPM6;Fibronectin type III and SPRY domain-containing protein 1
Slc25a1;-1,072149277;-1,116020203;-1,248499393;-1,146203995;-1,312288284;-1,091905117;-0,602932453;-1,126179218;-1,124293804;-1,206938744;-0,927989483;-0,896868229;-1,040364265;-0,815803528;-0,855888844;-1,165886879;-1,137852669;-1,027539253;-0,037909508;0,168609184;0,965267606;0,194421132;0,461460193;0,626;0,10657994;0,37049326;0,849962507;-0,099827449;0,392948778;0,959496657;;5;5;5;21,9;21,9;21,9;33,931;0;31,544;572510000;8;31806000;"Q8JZU2;F6VVY4";Q8JZU2;Tricarboxylate transport protein, mitochondrial
Glrx5;-3,828277588;-3,531935692;-3,865197659;-3,145343781;-4,828316689;-3,918270588;-3,252651691;-4,003930569;-3,81542635;-2,848178864;-2,99410677;-3,328748226;-3,584266663;-3,765742302;-3,200034618;-3,254187584;-2,64477253;-2,931274414;-0,222173373;0,168518064;0,952695088;0,051134109;0,071921704;0,926973321;-0,459669908;0,982995929;0,696848485;0,113599777;0,192412464;0,968089636;;1;1;1;9,2;9,2;9,2;16,292;0;5,1785;227990000;1;32569000;"Q80Y14;A0A1Y7VN70";"Q80Y14;A0A1Y7VN70";Glutaredoxin-related protein 5, mitochondrial
Atl3;-2,720480919;-2,275403023;-2,832095623;-2,417313576;-2,61226368;-2,557910442;-2,927936077;-3,303524494;-3,098434925;-3,26209259;-2,808260441;-2,823804379;-2,170147896;-2,782745361;-2,510735035;-2,53212738;-2,661552429;-2,500544548;0,080163956;0,168391966;0,961470895;-0,500638644;1,166832258;0,359142857;0,476843039;0,965236034;0,690866953;0,399977684;1,199732261;0,978566667;;2;1;1;2,8;1,5;1,5;60,574;0,0010565;1,7746;117630000;1;4524200;"Q91YH5;E9PYT3";"Q91YH5;E9PYT3";Atlastin-3
Agap3;-0,015613556;-0,172327042;0,177680492;-0,001778603;-0,2251091;0,041879177;-0,013038158;-0,172219753;0,12533617;0,055687904;-0,055077076;0,168027401;-0,335997581;-0,035315514;-0,153850079;-0,037643433;-0,14730072;0,008810043;-0,058249474;0,168197057;0,962298292;-0,016553879;0,042482265;0,965230681;-0,231267134;0,998841676;0,689409091;-0,114924113;0,655794192;0,965476652;;5;5;5;6,9;6,9;6,9;97,964;0;23,973;1143800000;7;35744000;"Q8VHH5;F8VQE9;A0A1D5RMG4;A0A0G2JDW1;A0A0G2JER6";"Q8VHH5;F8VQE9;A0A1D5RMG4";Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3
Epha10;-1,904667854;-2,007427216;-2,383365154;-2,094788551;-2,139982224;-1,826358318;-2,218839169;-1,826706409;-1,991769314;-2,027449608;-2,08057642;-2,211697102;-2,562556267;-2,328751564;-2,216918468;-2,101659775;-2,064819336;-1,927741051;0,078110377;0,168099436;0,961022364;0,086048444;0,176899071;0,85034632;-0,26283439;1,068498906;0,679;0,075167656;0,42086657;0,963663409;;1;1;1;1,1;1,1;1,1;109,1;0,0030651;1,4534;91732000;1;1872100;Q8BYG9;Q8BYG9;Ephrin type-A receptor 10
Map1s;-1,039726257;-0,970685959;-1,216382504;-0,944005013;-1,178333282;-1,265803814;-1,010139942;-1,206718922;-1,594284534;-1,423296928;-1,328645229;-0,877633572;-1,513541222;-0,935118675;-0,928504467;-1,192849159;-1,178711891;-0,793898582;-0,053782463;0,168082576;0,961216287;-0,194782893;0,44932009;0,633385343;0,084137122;0,119406766;0,926891688;0,154705365;0,294057496;0,964205901;;2;2;2;4,4;4,4;4,4;102,94;0;3,1902;102160000;2;2688400;"Q8C052;A0A1D5RLY6";"Q8C052;A0A1D5RLY6";"Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain"
Arhgap23;0,339189529;0,496456146;0,217411518;0,546344757;0,272737503;0,385212421;0,296330929;0,346075535;0,348155499;0,297634125;0,296571255;0,408133984;0,220824242;0,377266884;0,280553341;0,215143204;0,304851532;0,252820969;0,050412496;0,167956381;0,964014826;-0,020831744;0,089826869;0,947934309;-0,041231632;0,282959895;0,922097871;-0,076507886;0,779806822;0,963466667;;6;6;6;6;6;6;161,83;0;11,825;390360000;9;4703200;"Q69ZH9;F8VQ11;B1AQY2;D6RDB5";"Q69ZH9;F8VQ11;B1AQY2;D6RDB5";Rho GTPase-activating protein 23
Megf9;-0,937296867;-1,029833794;-0,65302515;-0,963342667;-0,747847557;-0,727241039;-0,603714466;-0,937896252;-0,530424595;-0,783765793;-1,083749294;-0,694591045;-0,832438469;-0,86742878;-0,665164471;-0,701374054;-0,666264534;-1,268058777;0,060574849;0,16779061;0,962648318;0,182706833;0,467732331;0,633135103;0,065691471;0,188555196;0,914190366;-0,024530411;0,036483936;0,990888823;;2;2;2;4,8;4,8;4,8;62,831;0,0008338;2,2139;135700000;2;7982100;Q8BH27;Q8BH27;Multiple epidermal growth factor-like domains protein 9
Exoc1;-0,026818275;0,036513329;0,060176373;-0,190573692;0,177225113;-0,064849377;-0,239387035;-0,449369907;-0,397067547;-0,196953773;-0,171419621;0,056426525;-0,167675018;0,115700722;0,11640501;-0,043431282;-0,080236435;-0,096135139;-0,049356461;0,167747241;0,965322986;-0,385231972;2,314286574;0,291314286;0,125459194;0,432203311;0,831931119;0,030714671;0,138393148;0,992293324;;7;7;7;12,7;12,7;12,7;102,69;0;25,934;259580000;7;6036800;"Q6P1Y9;Q8R3S6;Q5PPR2";"Q6P1Y9;Q8R3S6;Q5PPR2";Exocyst complex component 1
Ttpal;-2,145269394;-3,205093384;-2,751802921;-1,75060463;-3,004691124;-2,697991848;-1,930977345;-2,047253132;-2,271738529;-2,072697639;-2,497394085;-2,363816738;-2,899130821;-2,41729641;-2,195686817;-2,484483719;-1,925484657;-3,32749939;0,216292699;0,167724585;0,951762431;0,617398898;0,891326299;0,344854545;-0,192735195;0,326664846;0,836343497;-0,267853101;0,248783313;0,957361702;;5;5;5;22,2;22,2;22,2;38,835;0;11,865;155380000;5;9711300;"Q9D3D0;A2A5I7";Q9D3D0;Alpha-tocopherol transfer protein-like
Echs1;3,126425743;3,056295395;2,707049847;3,159505844;2,961338997;2,962846279;3,0174613;3,023416042;3,117068768;3,304917336;3,127027035;3,041828632;2,932261467;3,121474266;2,998780727;3,039078712;3,187997818;2,990340233;0,064640045;0,167686336;0,961194905;0,089391708;0,267448071;0,811272291;-0,140418847;0,66848598;0,789067782;-0,08545208;0,36547056;0,963925316;;12;12;12;51,7;51,7;51,7;31,474;0;50,069;10642000000;30;665120000;Q8BH95;Q8BH95;Enoyl-CoA hydratase, mitochondrial
Cadm4;2,028579712;1,914552689;1,714148998;1,825636864;1,843708992;1,864720821;1,68568182;1,364438534;1,584990025;1,819618225;1,666755199;1,682068348;1,663702011;2,052780151;1,941536427;1,848044395;1,650384903;1,73269558;-0,041071574;0,167304002;0,967300429;-0,340723674;1,212202116;0,344342593;0,163192272;0,579511677;0,785272727;0,020894368;0,099752856;0,990552975;;9;9;9;36,9;36,9;36,9;42,723;0;90,551;4117600000;16;294110000;Q8R464;Q8R464;Cell adhesion molecule 4
Mtch1;0,761621475;0,562797546;0,498322964;0,623781204;0,636691093;0,669144154;0,717431545;0,923244953;0,620442867;0,767205238;0,712049961;0,681549549;0,477348328;0,437174797;0,517557621;0,486839294;0,678954124;0,671700478;0,035624822;0,167155199;0,964614529;0,146125793;0,54052462;0,636803222;-0,242908001;2,684853027;0,678680851;-0,107770284;0,729302321;0,964021201;;6;6;6;21,3;21,3;21,3;41,565;0;18,426;488610000;6;25716000;"Q791T5;D3YXC2;A0A3Q4EC24;A0A3Q4EGL4;A0A3Q4EG99;A0A3Q4EBT8;A0A3Q4EGX8;A0A3Q4EC97;A0A3Q4EIA3";"Q791T5;D3YXC2;A0A3Q4EC24;A0A3Q4EGL4;A0A3Q4EG99;A0A3Q4EBT8";Mitochondrial carrier homolog 1
Hspg2;-1,934226036;-1,338624001;-0,481289387;-1,82797718;-0,800771713;-1,850766659;-1,983618259;-1,739443302;-2,008620739;-1,964258194;-1,664767742;-1,658900738;-0,874547958;-0,403758049;-1,058654308;-1,497717857;-1,698757172;-1,971897125;-0,241792043;0,167122202;0,951787709;-0,659180959;0,698229236;0,388534954;0,983655453;1,959323591;0,999;0,039851507;0,082705453;0,997063003;;3;3;3;0,9;0,9;0,9;469,78;0;27,58;20945000;3;117670;"E9PZ16;Q05793;B1B0C7";"E9PZ16;Q05793;B1B0C7";"Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide"
